name,type,price,area,price_per_sqm,maturity
666 Creation - Club Come Join the Party Hiring DJ…,Mainland,60000,1024,58.59,General
KittyKattegat  2021-7-21   PRICE Reduced= Make of…,Mainland,60000,10896,5.51,General
Protected Roadside & Protected Water 4096m2,Mainland,60000,4096,14.65,General
Protected Canalside ~ Bay City - Maddequet (G),Mainland,60000,608,98.68,General
FOR SALE ! 4096 one side protected with public re…,Mainland,60000,4096,14.65,General
Casa Laville,Mainland,60000,1024,58.59,General
4x Protected Road Waterfront SALE,Mainland,60000,1024,58.59,General
Bainbridge 1,Mainland,63000,2368,26.6,General
~ 1x Protected Coral Sailable Seafront - Availabl…,Mainland,64991,8192,7.93,General
FOR SALE - Ocean Views on Corner Lot  1024 sq m 3…,Mainland,65000,1024,63.48,General
Foxdale Estates - Solang,Mainland,65000,4288,15.16,General
Roadside Europa 4096 sqm,Mainland,65000,4096,15.87,General
OWLands.com :: RENT 1920sqm 450L/w 659prims,Mainland,67200,1920,35.0,General
Box,Mainland,69999,1024,68.36,General
The Quiet Cove Cafe  https://www.flickr.com/group…,Mainland,70000,4096,17.09,General
'Ocean' Sunset 80m terraform (G)  7392 /3,Mainland,73550,7392,9.95,General
Protected Sailing Oceanfront for SALE or RENT L$ …,Mainland,74900,4096,18.29,General
"Double Prim, 1x Protected ~ Bay City - Edgartown …",Mainland,75000,1024,73.24,General
Land for Sale - 5440 meters  - On Linden Ocean Re…,Mainland,75000,5440,13.79,General
Fifi Land,Mainland,75000,944,79.45,General
OWLands.com :: RENT 1008sqm 237L/w 346prims,Mainland,75600,1008,75.0,General
"1024sqm,  2x Pim For Sale Barnstable, Bay City ~ …",Mainland,79797,1024,77.93,General
"2X Protected, Sailable, Landscaped - Sale/ Rent 2…",Mainland,79900,6704,11.92,General
Beautiful Island for Sale,Mainland,79900,3840,20.81,General
"New Bloom Mountain (32,92) General 1024m",Mainland,85000,1024,83.01,General
Anacortes Tower House -  Waterfront - Sailable Se…,Mainland,85000,4304,19.75,General
- The Shelter,Mainland,89500,4960,18.04,General
Protected Riverside corner for RENT L$ 1450/wk187…,Mainland,89500,5456,16.4,General
~~~~~~~~~~~~~~~~~2XProtected Roadside Navigable O…,Mainland,90000,4064,22.15,General
Mainland Waterfront Open Water Views,Mainland,92920,6128,15.16,General
Lotties Home,Mainland,95000,1008,94.25,General
Lottie's Home,Mainland,95000,1008,94.25,General
32 acres and a fool.,Mainland,95000,8192,11.6,General
~~~~~~~~~~~MPP Double prim 4x protected sunrise v…,Mainland,95000,2048,46.39,General
2048 2x Ocean Front Color Sim Sansara+/- 40 terra…,Mainland,99000,2048,48.34,General
Green (Rare 4x Protected +/-40 Terraform Historic…,Mainland,99000,1024,96.68,General
* Blake Sailable Dusio C5B (G) 351 Prims Lease $1…,Mainland,99500,1024,97.17,General
* Blake Sailable Faravari E1B (G) 351 Prims Rent …,Mainland,99500,1024,97.17,General
* Blake Sailble Faravari E1A (G) 351 Li Rent $1 u…,Mainland,99500,1024,97.17,General
* Blake Sailable Dusio C7A (G) 351 Prims Lease $1…,Mainland,99500,1072,92.82,General
4x Protected Oceac / Roadside for SALE / RENT L$ …,Mainland,99750,2032,49.09,General
* MarkLand * 6144 sqm Protected Ocean for SALE or…,Mainland,99999,6144,16.28,General
Bay City Waterway - DOUBLE PRIMS!,Mainland,99999,1024,97.66,General
PARADISE WORLD ESTATES - Residential land for sal…,Mainland,99999,512,195.31,General
PARADISE WORLD ESTATES - Residential Land For Sal…,Mainland,99999,512,195.31,General
Coco's Tiny House,Mainland,100000,1024,97.66,General
murasaki,Mainland,100000,512,195.31,General
Unnamed Parcel,Mainland,100000,544,183.82,General
"New Bloom Mountain (48,56) General 1024m",Mainland,100000,1024,97.66,General
2x Protected Bay City Land,Mainland,100000,864,115.74,General
murasaki,Mainland,100000,512,195.31,General
Bay City - Mashpee 608m 416prims,Mainland,100000,608,164.47,General
Grimsvotn,Mainland,102400,8192,12.5,General
OWLands.com :: RENT 1024sqm 350L/w 351prims,Mainland,102400,1024,100.0,General
OWLands.com :: RENT 1024sqm 350L/w 351prims,Mainland,102400,1024,100.0,General
~~~~~~~~~~~~~~~~~2XProtected Roadside Navigable O…,Mainland,110000,5696,19.31,General
2x Protected Bay City Land,Mainland,110000,960,114.58,General
2x Protected Bay City Land,Mainland,110000,960,114.58,General
Ahab's Cove 3,Mainland,111000,1760,63.07,General
Protected Roadside ~ Bay City - Maddequet (G),Mainland,112121,1024,109.49,General
Roadside & Oceanfront ~  Bay City - Edgartown (G),Mainland,112500,784,143.49,General
.* Blake Sailable Dusio C8A (G) 351 Prims Rent $1…,Mainland,114995,1056,108.9,General
Protected Roadside (Buy or Rent) ~ Bay City - Bre…,Mainland,115000,1024,112.3,General
FOR SALE - Oberon Gloster's Ocean Pier,Mainland,120000,2048,58.59,General
"Bay City - Maddequet (28,58) General 992m",Mainland,120000,992,120.97,General
2x Protected Bay City Land,Mainland,120000,1056,113.64,General
5120m Protected Sailing Beach for RENT / SALE L$ …,Mainland,124500,5120,24.32,General
* Blake Sailable Scarfiotti N5B (G) 351 Li Rent $…,Mainland,124995,1024,122.07,General
* Loomino Beach and Harbor (G) 3515 Li For Sale *,Mainland,124995,10240,12.21,General
* Blake Sailable Scarfiotti N6A (G) 351 Li Rent $…,Mainland,124995,1024,122.07,General
Protected Waterfront - Sailable - 4832 sqm - Rent…,Mainland,125000,4832,25.87,General
Roadside  & Canalside ~ Bay City - Barnstable (G),Mainland,125000,1184,105.57,General
"2x Prim, 4x Protected Roadside & Waterfront ~ Lok…",Mainland,125000,688,181.69,General
4 x protected - Double prims - Miramare - Waterfr…,Mainland,125000,640,195.31,General
Bay City 2xPrim Canalside (G)~LIFE Properties  10…,Mainland,125491,1024,122.55,General
Road Corner (buy or rent) ~ Bay City -Tisbury (G),Mainland,128000,1024,125.0,General
2x Prims Canal Protected (G)~LIFE Properties  512…,Mainland,128179,512,250.35,General
* Road/River Corner Sconset 7 (G) 614 Prims Rent …,Mainland,129995,896,145.08,General
The Sandy Hobbit Shire on Route 8C,Mainland,129999,9472,13.72,General
Bay City 2xPrim Roadside (G)  1040 /1C,Mainland,130571,1040,125.55,General
2x Protected Bay City Land,Mainland,135000,1200,112.5,General
Sailable - Long Shore - Old Lands - 8592m - 2949 …,Mainland,137469,8592,16.0,General
3X Waterfront protected on L Shape Lake,Mainland,138450,7360,18.81,General
* Riverfront Bay City - Sconset 3 (G) 790 Prims L…,Mainland,139995,1152,121.52,General
3x Protected Roadside & Canalside ~ Bay City - Br…,Mainland,143360,1024,140.0,General
Krypto Beach Club,Mainland,147000,6144,23.93,General
Unnamed Parcel,Mainland,147000,1184,124.16,General
* Blake Sailable Glookbone N7A (G) 175 Li Rent L$…,Mainland,149995,512,292.96,General
"Bay City - Truro (42,156) General 1056m",Mainland,150000,1056,142.05,General
"Bay City - Brewster (156,16) General 1024m",Mainland,150000,1024,146.48,General
Bay City - Orleans 1024 sqm. 702prims,Mainland,150000,1024,146.48,General
ASAFRO,Mainland,150000,1024,146.48,General
RARE - HISTORICAL - CLYDE - SAILING,Mainland,150000,2048,73.24,General
For Rent/Sale rare 2xprotected infohub+ sailable …,Mainland,150000,4096,36.62,General
Bay City - Orleans 1024 sqm 702prims 3xProtected,Mainland,150000,1024,146.48,General
For Sale/Rent 4x protected New Bloom Mountain >25…,Mainland,153333,512,299.48,General
Emerald's Dacha - Rare winter land,Mainland,153600,1536,100.0,General
Miramare Gold 2x Prim (G)  576 /1B,Mainland,159292,576,276.55,General
8768m Protected Corner Navegable Cliffside for SA…,Mainland,162500,8768,18.53,General
* Riverfront Corner Sconset 2 (G) 790 Prims L$450…,Mainland,167995,1152,145.83,General
Unnamed Parcel,Mainland,184320,4096,45.0,General
~ Fully Protected 2x Prim in Bay City - Mashpee,Mainland,195000,1200,162.5,General
* Blake Sailable Zaitsev PS (G) 1461 Li Rent L$99…,Mainland,199500,4256,46.88,General
ASAFRO,Mainland,200000,1024,195.31,General
Bay City-Harwich : 512 sqm 350 prim,Mainland,200000,512,390.63,General
Bay City - Orleans 960 sqm 656prims,Mainland,200000,960,208.33,General
Silent View Point,Mainland,227550,1024,222.22,General
"Roadside, 2 parcels (buy or rent) ~ Bay City -Edg…",Mainland,230000,1024,224.61,General
"Roadside, 2 parcels (buy or rent) ~ Bay City -Edg…",Mainland,230000,1024,224.61,General
**NEW DREAMS RENTAL** -OFFICE-,Mainland,235000,560,419.64,General
Sunset 1/4 Sim Blake Sea access for RENT L$ 4100/…,Mainland,245000,16336,15.0,General
Kiyori Estates - Finland,Mainland,249995,1024,244.14,General
Evenementia,Mainland,250000,512,488.28,General
Bay City - Orleans rent 2 parcels 2048 sqm,Mainland,250000,1024,244.14,General
A FREE LAND RENTAL TRIAL - 4096 SQM - 64m x 64m R…,Mainland,250000,4096,61.04,General
Bay City - Orleans rent 2 parcels  1920sqm,Mainland,250000,896,279.02,General
Free Linden Dollars. Since 2012,Mainland,250000,1024,244.14,General
2xPrims Road Corner (G)  1792 /1AX,Mainland,255000,1792,142.3,General
Les Jardins de Bisque - Bisque Rental [G],Mainland,290000,5920,48.99,General
Miramare Gold 2x Prim (G)  896 /1C,Mainland,291692,896,325.55,General
1/4 Sim Sailing Beach Corner Available for RENT L…,Mainland,295000,16384,18.01,General
* Ocean View Maddequet Corner (M) 702 Li Rent L$4…,Mainland,295500,1024,288.57,General
NOS Industries - Nitrous Oxide Systems,Mainland,299000,2048,146.0,General
Schilli 4 - Blake Sea Access - DISCOUNTED - For R…,Mainland,300000,13616,22.03,General
2xPrim Inlet Protected+ (G)~LIFE Properties  2432…,Mainland,310201,2432,127.55,General
Captain's  Mainland Estate,Mainland,311257,15680,19.85,General
Calypso Island  For Sale? yes! Rare and a Great t…,Mainland,349000,30080,11.6,General
Glookbone#12112 - Blake Sea Access - Rent: L$3750…,Mainland,350000,15744,22.23,General
Bay City -- Mashpee 2048sqm 1402prims No.2,Mainland,350000,1024,341.8,General
The Dinghy Club I,Mainland,363450,2144,169.52,General
Double Protected Sailing Beach + Road for RENT L$…,Mainland,375000,26336,14.24,General
4x RARE Protected Bay City Land,Mainland,400000,1024,390.63,General
Hooper,Mainland,450000,1424,316.01,General
(*4P) Rental Land L$1200 / week 4096sqm 2812prims,Mainland,500000,1024,488.28,General
(*4P) Rental Land L$1200 / week 4096sqm 2812prims,Mainland,500000,1024,488.28,General
(*4P) Rental Land L$1200 / week 4096sqm 2812prims,Mainland,500000,1024,488.28,General
(*4P) Rental Land L$1200 / week 4096sqm 2812prims,Mainland,500000,1024,488.28,General
Rental Land L$500 / week,Mainland,500000,768,651.04,General
Bay City - Harwich 1152m 790prim,Mainland,500000,1152,434.03,General
Rental Land L$550 / week,Mainland,500000,1184,422.3,General
Rent House 150 L$/week 150 prims - Borgo Eraclea …,Mainland,512000,512,1000.0,General
R&G design Shop,Mainland,520000,59568,8.73,General
Bay City - Harwich 1152m 790prim,Mainland,550000,1152,477.43,General
Rent House 400 L$/week 300 prims -Home for lovers…,Mainland,576000,576,1000.0,General
FOR RENT 4 PARCELS 2.000 L$/WEEK,Mainland,600000,1024,585.94,General
FOR RENT 4 PARCELS 2.000 L$/WEEK,Mainland,600000,768,781.25,General
FOR RENT 4 PARCELS 2.000 L$/WEEK,Mainland,600000,1552,386.6,General
Bay City  / 2x Protected / Canal & Road,Mainland,600000,1024,585.94,General
Unnamed Parcel,Mainland,600000,1024,585.94,General
Oliver Residence,Mainland,600000,1024,585.94,General
FOR RENT 4 PARCELS 2.000 L$/WEEK,Mainland,600000,816,735.29,General
Rent House 200 L$/week 200 prims - Borgo Eraclea …,Mainland,640000,640,1000.0,General
Bay City - Orleans 1024m 702prims Harbour Front,Mainland,650000,1024,634.77,General
DD Magic Yacht Club - Franko`s Cafe - KEG Wedding…,Mainland,750000,8192,91.55,General
Rent House 200 L$/week 200 prims - Borgo Eraclea …,Mainland,768000,768,1000.0,General
Ocean+Roadside Corner Region for RENT L$ 15000/wk,Mainland,895000,61552,14.54,General
Paikea SW Island,Mainland,999999,1248,801.28,General
CIY RENTALS Office www.ciyrentals.com,Mainland,1000000,960,1041.67,General
Prime Blake Sea Location with Unmatched Ocean Vie…,Mainland,1200000,16384,73.24,General
Rent House 500 L$/week 400 prims  - Borgo Eraclea…,Mainland,1264000,1264,1000.0,General
Rent House 400 L$/week 400 prims - Borgo Eraclea …,Mainland,1344000,1344,1000.0,General
Rent House 600 L$/week 500 prims - Borgo Eraclea …,Mainland,1760000,1760,1000.0,General
FOR SALE Half Sim with Protected access to Linden…,Mainland,1800000,32768,54.93,General
Rent House 600 L$/week 500 prims  - Borgo Eraclea…,Mainland,1920000,1920,1000.0,General
Rent  House 600 L$/week 600 items - Borgo Eraclea…,Mainland,1920000,1920,1000.0,General
Rent House 500 L$/week 500 prims - Borgo Eraclea …,Mainland,2096000,2096,1000.0,General
Rent  House 400 L$/week 300 priims-Borgo Eraclea …,Mainland,3072000,3072,1000.0,General
slab,Mainland,3500000,512,6835.94,General
RENTAL $3315L/week *Protected Sailing* ashlie-lan…,Mainland,10000000,14288,699.89,General
Smuggler's Den,Mainland,26000000,2064,12596.9,General
~~~~For Sale~~~~~,Mainland,200,512,0.39,Moderate
Want WATERFRONT? www.pansland.com/waterfront,Mainland,246,592,0.42,Moderate
Free Week LUXURY RENTALS www.pansland.com,Mainland,253,512,0.49,Moderate
Grassland - 512 sqm. - flat,Mainland,281,512,0.55,Moderate
Grassland - 512 sqm. -  98% flat,Mainland,304,512,0.59,Moderate
Want PROTECTED WATERFRONT? www.pansland.com/prote…,Mainland,306,736,0.42,Moderate
Want ROADSIDE? www.pansland.com/roadside,Mainland,320,768,0.42,Moderate
Oceanview Free Week LUXURY RENTALS www.pansland.c…,Mainland,348,512,0.68,Moderate
Free Week LUXURY RENTALS www.pansland.com,Mainland,348,512,0.68,Moderate
Grassland - 512 sqm. - flat,Mainland,351,512,0.69,Moderate
Grass land 512sqm - Laidly Worm [M],Mainland,360,512,0.7,Moderate
WATERFRONT SALE!   www.pansland.com/waterfront,Mainland,360,720,0.5,Moderate
Grassland - 512 sqm. - flat,Mainland,361,512,0.71,Moderate
CHEAP BEST LAND !!     :),Mainland,381,976,0.39,Moderate
CHEAP BEST LAND !!     :),Mainland,400,512,0.78,Moderate
For Sale $L400 - 592 sq.m Near Route 9,Mainland,400,592,0.68,Moderate
Grass land 512sqm - Laidly Worm [M],Mainland,400,512,0.78,Moderate
Unnamed Parcel,Mainland,400,512,0.78,Moderate
Land For Sale,Mainland,430,512,0.84,Moderate
Land For Sale,Mainland,430,512,0.84,Moderate
SNOWSCAPE! Free Week LUXURY RENTALS www.pansland.…,Mainland,478,512,0.93,Moderate
For Sale!,Mainland,499,512,0.97,Moderate
2026-04-08  Land For Sale (512 sqm),Mainland,500,512,0.98,Moderate
2026-04-08  Land For Sale (512 sqm),Mainland,500,512,0.98,Moderate
2026-03-27  Land For Sale (512 sqm) snowlands,Mainland,500,512,0.98,Moderate
2026-03-27  Land For Sale (512 sqm) snowlands,Mainland,500,512,0.98,Moderate
2026-04-08  Land For Sale (512 sqm),Mainland,500,512,0.98,Moderate
2026-03-27  Land For Sale (512 sqm) snowlands,Mainland,500,512,0.98,Moderate
2026-03-27  Land For Sale (512 sqm) snowlands,Mainland,500,512,0.98,Moderate
2026-03-27  Land For Sale (512 sqm) snowlands,Mainland,500,512,0.98,Moderate
2026-04-08  Land For Sale (512 sqm),Mainland,500,512,0.98,Moderate
2026-04-08  Land For Sale (512 sqm),Mainland,500,512,0.98,Moderate
2026-04-08  Land For Sale (512 sqm),Mainland,500,512,0.98,Moderate
Grassland - 512 sqm. - flat,Mainland,500,512,0.98,Moderate
2026-04-08  Land For Sale (512 sqm),Mainland,500,512,0.98,Moderate
2026-04-08  Land For Sale (512 sqm),Mainland,500,512,0.98,Moderate
FOR SALE,Mainland,512,512,1.0,Moderate
Eleven Birds,Mainland,512,512,1.0,Moderate
FOR SALE,Mainland,512,512,1.0,Moderate
2026-04-01 Land For Sale! (512 sqm),Mainland,512,512,1.0,Moderate
FOR SALE,Mainland,512,512,1.0,Moderate
Unnamed Parcel,Mainland,560,768,0.73,Moderate
Nice 512 WATER VIEW (see note below),Mainland,599,512,1.17,Moderate
Grassland - 1024 sqm. - flat,Mainland,624,1024,0.61,Moderate
Buy 544sqm - Want PROTECTED WATERFRONT? www.pansl…,Mainland,660,544,1.21,Moderate
~~~~~~  flat Grass  Low Lag parcel 1664 m2 571 pr…,Mainland,695,1664,0.42,Moderate
608 For Sale,Mainland,700,608,1.15,Moderate
Land for sale!,Mainland,704,704,1.0,Moderate
Protected Roadside www.pansland.com/roadside PRS …,Mainland,748,880,0.85,Moderate
512 for sale with Houseboat fully furnished L$750,Mainland,750,512,1.46,Moderate
2025-09-08 : Land for Sale!,Mainland,768,1024,0.75,Moderate
2026-03-19 : Land for Sale!,Mainland,768,1024,0.75,Moderate
For Sale 1024 - Great View Great Price,Mainland,800,1024,0.78,Moderate
Ocean views,Mainland,811,1024,0.79,Moderate
1552 road side,Mainland,825,1552,0.53,Moderate
"SALE OR RENT L$130/W Teslin 56,32 *M* 512m2 Prims…",Mainland,839,512,1.64,Moderate
Snow,Mainland,850,1024,0.83,Moderate
Protected Roadside www.pansland.com/roadside,Mainland,868,1024,0.85,Moderate
"Route 10, Protected Roadside - Craggen Maw [M]",Mainland,990,512,1.93,Moderate
Green Flat Grass 16 x 32 meter,Mainland,990,512,1.93,Moderate
2x PROTECTED SNOW Roadside Very Nice,Mainland,990,512,1.93,Moderate
FOR SALE  - 512m2  Protected sea view - 002,Mainland,995,512,1.94,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-04-08  Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-04-08  Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
1024 parcel for sale L$1000. Close to beach,Mainland,1000,1024,0.98,Moderate
Roadside,Mainland,1000,1184,0.84,Moderate
2026-04-08  Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-04-08  Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
Unnamed Parcel,Mainland,1000,896,1.12,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
The Pinup Club @ Chassylicious,Mainland,1000,512,1.95,Moderate
Land For Sale,Mainland,1000,1184,0.84,Moderate
Chunk for sale L$1000,Mainland,1000,512,1.95,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-03-30   Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
2026-04-08  Land For Sale (1024 sqm),Mainland,1000,1024,0.98,Moderate
Ivie home,Mainland,1000,1248,0.8,Moderate
Land for sale!,Mainland,1000,1280,0.78,Moderate
aaaaLand for sale,Mainland,1000,736,1.36,Moderate
2026-03-27  Land For Sale (1536 sqm) crater edge,Mainland,1000,1536,0.65,Moderate
